Date,High,Low,Open,Close,Volume,Adj Close
2018-06-18,20.059999465942383,19.3799991607666,19.889999389648438,19.3799991607666,83971.0,19.3799991607666
2018-06-19,19.889999389648438,18.8700008392334,19.3799991607666,19.549999237060547,103918.0,19.549999237060547
2018-06-20,20.059999465942383,19.040000915527344,19.719999313354492,19.209999084472656,108682.0,19.209999084472656
2018-06-21,19.889999389648438,19.040000915527344,19.209999084472656,19.719999313354492,94594.0,19.719999313354492
2018-06-22,21.25,19.549999237060547,19.719999313354492,21.25,182271.0,21.25
2018-06-25,21.25,20.399999618530273,21.25,20.399999618530273,147753.0,20.399999618530273
2018-06-26,20.56999969482422,19.549999237060547,20.56999969482422,19.889999389648438,90653.0,19.889999389648438
2018-06-27,20.059999465942383,19.3799991607666,19.889999389648438,19.549999237060547,40994.0,19.549999237060547
2018-06-28,20.059999465942383,19.040000915527344,19.719999313354492,19.040000915527344,62806.0,19.040000915527344
2018-06-29,19.3799991607666,18.700000762939453,19.209999084472656,19.040000915527344,184365.0,19.040000915527344
2018-07-02,19.3799991607666,19.040000915527344,19.209999084472656,19.040000915527344,25071.0,19.040000915527344
2018-07-03,19.3799991607666,19.040000915527344,19.3799991607666,19.040000915527344,52071.0,19.040000915527344
2018-07-04,19.209999084472656,18.700000762939453,19.209999084472656,18.8700008392334,74071.0,18.8700008392334
2018-07-05,19.040000915527344,18.700000762939453,18.8700008392334,18.8700008392334,43641.0,18.8700008392334
2018-07-06,19.209999084472656,18.190000534057617,18.700000762939453,18.8700008392334,45688.0,18.8700008392334
2018-07-10,20.059999465942383,19.209999084472656,19.889999389648438,19.549999237060547,81453.0,19.549999237060547
2018-07-11,22.270000457763672,19.549999237060547,19.549999237060547,22.270000457763672,275812.0,22.270000457763672
2018-07-12,22.610000610351562,21.420000076293945,22.440000534057617,21.93000030517578,217088.0,21.93000030517578
2018-07-13,24.989999771118164,21.93000030517578,21.93000030517578,23.969999313354492,773359.0,23.969999313354492
2018-07-16,24.989999771118164,23.1200008392334,23.799999237060547,24.309999465942383,257694.0,24.309999465942383
2018-07-17,25.329999923706055,23.799999237060547,24.479999542236328,24.81999969482422,143576.0,24.81999969482422
2018-07-18,25.5,23.6299991607666,25.15999984741211,23.969999313354492,205518.0,23.969999313354492
2018-07-19,24.479999542236328,23.459999084472656,23.969999313354492,23.799999237060547,119241.0,23.799999237060547
2018-07-20,24.309999465942383,23.459999084472656,24.139999389648438,23.969999313354492,67729.0,23.969999313354492
2018-07-23,24.989999771118164,23.969999313354492,23.969999313354492,24.479999542236328,76859.0,24.479999542236328
2018-07-24,24.989999771118164,24.139999389648438,24.479999542236328,24.139999389648438,55159.0,24.139999389648438
2018-07-25,24.649999618530273,23.969999313354492,24.309999465942383,24.139999389648438,87106.0,24.139999389648438
2018-07-26,23.799999237060547,21.760000228881836,23.799999237060547,22.440000534057617,498294.0,22.440000534057617
2018-07-27,22.440000534057617,20.399999618530273,21.420000076293945,22.270000457763672,430047.0,22.270000457763672
2018-07-30,22.610000610351562,20.399999618530273,21.93000030517578,20.56999969482422,296641.0,20.56999969482422
2018-07-31,21.93000030517578,20.059999465942383,20.739999771118164,21.420000076293945,352865.0,21.420000076293945
2018-08-01,21.59000015258789,20.739999771118164,21.420000076293945,20.90999984741211,56847.0,20.90999984741211
2018-08-02,21.25,20.399999618530273,21.079999923706055,20.56999969482422,76065.0,20.56999969482422
2018-08-03,21.079999923706055,20.059999465942383,20.739999771118164,20.90999984741211,119659.0,20.90999984741211
2018-08-06,21.079999923706055,20.229999542236328,20.739999771118164,20.399999618530273,81629.0,20.399999618530273
2018-08-07,20.56999969482422,20.059999465942383,20.56999969482422,20.229999542236328,72876.0,20.229999542236328
2018-08-08,20.90999984741211,20.059999465942383,20.399999618530273,20.229999542236328,44347.0,20.229999542236328
2018-08-09,20.56999969482422,19.889999389648438,20.229999542236328,20.399999618530273,52459.0,20.399999618530273
2018-08-10,20.399999618530273,19.889999389648438,20.399999618530273,19.889999389648438,50218.0,19.889999389648438
2018-08-13,22.440000534057617,20.059999465942383,20.229999542236328,21.93000030517578,324029.0,21.93000030517578
2018-08-14,22.270000457763672,21.420000076293945,22.100000381469727,21.420000076293945,77476.0,21.420000076293945
2018-08-15,21.25,20.739999771118164,20.90999984741211,20.739999771118164,87129.0,20.739999771118164
2018-08-16,21.25,20.739999771118164,20.90999984741211,21.079999923706055,43506.0,21.079999923706055
2018-08-17,21.079999923706055,20.399999618530273,20.90999984741211,20.90999984741211,40400.0,20.90999984741211
2018-08-20,20.90999984741211,20.56999969482422,20.739999771118164,20.90999984741211,19512.0,20.90999984741211
2018-08-21,21.079999923706055,20.059999465942383,20.90999984741211,20.059999465942383,67612.0,20.059999465942383
2018-08-22,20.739999771118164,20.059999465942383,20.229999542236328,20.56999969482422,36429.0,20.56999969482422
2018-08-23,20.739999771118164,19.549999237060547,20.56999969482422,20.059999465942383,66388.0,20.059999465942383
2018-08-24,20.399999618530273,19.719999313354492,20.229999542236328,19.889999389648438,32800.0,19.889999389648438
2018-08-27,20.56999969482422,19.889999389648438,19.889999389648438,20.399999618530273,35276.0,20.399999618530273
2018-08-28,20.399999618530273,20.059999465942383,20.399999618530273,20.229999542236328,15441.0,20.229999542236328
2018-08-29,20.56999969482422,20.229999542236328,20.399999618530273,20.399999618530273,22259.0,20.399999618530273
2018-08-30,20.399999618530273,19.719999313354492,20.399999618530273,19.889999389648438,56300.0,19.889999389648438
2018-08-31,20.229999542236328,19.889999389648438,19.889999389648438,20.059999465942383,25588.0,20.059999465942383
2018-09-03,20.56999969482422,20.059999465942383,20.229999542236328,20.229999542236328,25659.0,20.229999542236328
2018-09-04,21.760000228881836,20.059999465942383,20.399999618530273,21.25,80806.0,21.25
2018-09-05,21.59000015258789,20.90999984741211,21.25,21.420000076293945,82876.0,21.420000076293945
2018-09-06,21.420000076293945,21.079999923706055,21.25,21.079999923706055,22729.0,21.079999923706055
2018-09-10,21.420000076293945,20.90999984741211,21.079999923706055,21.420000076293945,28371.0,21.420000076293945
2018-09-11,21.420000076293945,21.079999923706055,21.25,21.079999923706055,22365.0,21.079999923706055
2018-09-12,21.420000076293945,20.90999984741211,21.25,21.079999923706055,30353.0,21.079999923706055
2018-09-13,21.25,20.739999771118164,21.079999923706055,20.739999771118164,40812.0,20.739999771118164
2018-09-14,20.90999984741211,20.399999618530273,20.90999984741211,20.56999969482422,16665.0,20.56999969482422
2018-09-17,21.59000015258789,20.56999969482422,20.739999771118164,21.420000076293945,46582.0,21.420000076293945
2018-09-18,22.270000457763672,21.079999923706055,21.420000076293945,21.079999923706055,73629.0,21.079999923706055
2018-09-19,22.270000457763672,21.079999923706055,21.25,21.760000228881836,87806.0,21.760000228881836
2018-09-20,22.270000457763672,21.93000030517578,21.93000030517578,22.100000381469727,46400.0,22.100000381469727
2018-09-21,23.290000915527344,22.270000457763672,22.270000457763672,22.270000457763672,143318.0,22.270000457763672
2018-09-24,22.610000610351562,21.93000030517578,22.440000534057617,21.93000030517578,55435.0,21.93000030517578
2018-09-25,22.780000686645508,21.420000076293945,21.93000030517578,22.270000457763672,59353.0,22.270000457763672
2018-09-26,22.270000457763672,21.760000228881836,22.270000457763672,21.93000030517578,43559.0,21.93000030517578
2018-09-27,22.270000457763672,21.93000030517578,21.93000030517578,21.93000030517578,13247.0,21.93000030517578
